index	text	sentiment	speaker	sentiment	movingave (bin20)	movingave
2135	All round the clearing of the Wargs fire was leaping.	  Neutral	None	0	-0.43902	-0.10953
2136	But the wolf-guards did not leave the trees.	  Neutral	None	0	-0.46341	-0.13392
2137	"Maddened and angry they were leaping and howling round the trunks, and cursing the dwarves in their horrible language, with their tongues hanging out, and their eyes shining as red and fierce as the flames."	  Negative	None	-1	-0.46341	-0.13392
2138	Then suddenly goblins came running up yelling.	  Neutral	None	0	-0.41463	-0.085141
2139	They thought a battle with the woodmen was going on; but they goon learned what had really happened.	  Negative	None	-1	-0.41463	-0.085141
2140	Some of them actually sat down and laughed.	  Positive	None	1	-0.39024	-0.060751
2141	Others waved their spears and clashed the shafts against their shields.	  Neutral	None	0	-0.41463	-0.085141
2142	"Goblins are not afraid of fire, and they soon had a plan which seemed to them most amusing."	  Negative	None	-1	-0.43902	-0.10953
2143	Some got all the wolves together in a pack.	  Positive	None	1	-0.43902	-0.10953
2144	Some stacked fern and brushwood round the tree-trunks.	  Neutral	None	0	-0.43902	-0.10953
2145	"Others rushed round and stamped and beat, and beat and stamped, until nearly all the flames were put out-but they did not put out the fire nearest to the trees where the dwarves were."	  Negative	None	-1	-0.41463	-0.085141
2146	That fire they fed with leaves and dead branches and bracken.	  Negative	None	-1	-0.39024	-0.060751
2147	"Soon they had a ring of smoke and flame all round the dwarves, a ring which they kept from spreading outwards; but it closed slowly in, till the running fire was licking the fuel piled under the trees."	  Negative	None	-1	-0.39024	-0.060751
2148	"Smoke was in Bilbo's eyes, he could feel the heat of the flames; and through the reek he could see the goblins dancing round and round in a circle like people round a midsummer bonfire."	  Negative	Bilbo Baggins	-1	-0.34146	-0.011971
2149	"Outside the ring of dancing warriors with spears and axes stood the wolves at a respectful distance, watching and waiting."	  Neutral	None	0	-0.34146	-0.011971
2150	"He could hear the goblins beginning a horrible song: Fifteen birds in five firtrees, their feathers were fanned in a fiery breeze!"	  Negative	None	-1	-0.36585	-0.036361
2151	"But, funny little birds, they had no wings!"	  Neutral	None	0	-0.31707	0.012419
2152	O what shall we do with the funny little things?	  Neutral	None	0	-0.31707	0.012419
2153	"Roast 'em alive, or stew them in a pot; fry them, boil them and eat them hot?"	  Neutral	None	0	-0.29268	0.036809
2154	"Then they stopped and shouted out: ""Fly away little birds!"	  Negative	None	-1	-0.29268	0.036809
2155	Fly away if you can!	  Neutral	None	0	-0.26829	0.061199
2156	"Come down little birds, or you will get roasted in your nests!"	  Neutral	None	0	-0.26829	0.061199
2157	"Sing, sing little birds!"	  Neutral	None	0	-0.29268	0.036809
2158	Why don't you sing?	  Neutral	None	0	-0.29268	0.036809
2159	 Go away!	  Neutral	None	0	-0.29268	0.036809
2160	little boys!	  Neutral	None	0	-0.21951	0.10998
2161	 shouted Gandalf in answer.	  Neutral	Gandalf	0	-0.2439	0.085589
2162	It isn't bird-nesting time.	  Neutral	None	0	-0.2439	0.085589
2163	Also naughty little boys that play with fire get punished.	  Neutral	None	0	-0.2439	0.085589
2164	" He said it to make them angry, and to show them he was not frightened of them-though of course he was, wizard though he was."	  Neutral	None	0	-0.29268	0.036809
2165	"But they took no notice, and they went on singing."	  Neutral	None	0	-0.34146	-0.011971
2166	"Burn, burn tree and fern!"	  Negative	None	-1	-0.31707	0.012419
2167	Shrivel and scorch!	  Neutral	None	0	-0.29268	0.036809
2168	"A fizzling torch To light the night for our delight, Ya hey!"	  Positive	None	1	-0.31707	0.012419
2169	"Bake and toast 'em, fry and roast 'em till beards blaze, and eyes glaze; till hair smells and skins crack, fat melts, and bones black in cinders lie beneath the sky!"	  Negative	None	-1	-0.29268	0.036809
2170	"So dwarves shall die, and light the night for our delight, Ya hey!"	  Very negative	None	-2	-0.26829	0.061199
2171	Ya-harri-heyl Ya hoy!	  Neutral	None	0	-0.21951	0.10998
2172	And with that Ya hoy!	  Neutral	None	0	-0.21951	0.10998
2173	the flames were under Gandalf_—Ès tree.	  Neutral	None	0	-0.21951	0.10998
2174	In a moment it spread to the others.	  Negative	None	-1	-0.21951	0.10998
2175	"The bark caught fire, the lower branches cracked."	  Neutral	None	0	-0.17073	0.15876
2176	Then Gandalf climbed to the top of his tree.	  Neutral	Gandalf	0	-0.19512	0.13437
2177	"The sudden splendour flashed from his wand like lightning, as he got ready to spring down from on high right among the spears of the goblins."	  Negative	None	-1	-0.19512	0.13437
2178	"That would have been the end of him, though he would probably have killed many of them as he came hurtling down like a thunderbolt."	  Negative	None	-1	-0.21951	0.10998
2179	But he never leaped.	  Neutral	None	0	-0.2439	0.085589
2180	"Just at that moment the Lord of the Eagles swept down from above, seized him in his talons, and was gone."	  Very positive	Eagles	2	-0.26829	0.061199
2181	There was a howl of anger and surprise from the goblins.	  Neutral	None	0	-0.2439	0.085589
2182	"Loud cried the Lord of the Eagles, to whom Gandalf had now spoken."	  Neutral	Eagles	0	-0.26829	0.061199
2183	"Back swept the great birds that were with him, and down they came like huge black shadows."	  Negative	None	-1	-0.29268	0.036809
2184	"The wolves yammered and gnashed their teeth; the goblins yelled and stamped with rage, and flung their heavy spears in the air in vain."	  Negative	None	-1	-0.29268	0.036809
2185	Over them swooped the eagles; the dark rush of their beating wings smote them to the floor or drove them far away; their talons tore at goblin faces.	  Very negative	None	-2	-0.29268	0.036809
2186	"Other birds flew to the tree-tops and seized the dwarves, who were scrambling up now as far as ever they dared to go."	  Neutral	None	0	-0.29268	0.036809
2187	Poor little Bilbo was very nearly left behind again!	  Neutral	Bilbo Baggins	0	-0.29268	0.036809
2188	"He just managed to catch hold of Dori's legs, as Dori was borne off last of all; and they went together above the tumult and the burning, Bilbo swinging in the air with his arms nearly breaking."	  Very negative	Bilbo Baggins	-2	-0.29268	0.036809
2189	Now far below the goblins and the wolves were scattering far and wide in the woods.	  Neutral	None	0	-0.34146	-0.011971
2190	A few eagles were still circling and sweeping above the battle-ground.	  Positive	None	1	-0.31707	0.012419
2191	The flames about the trees sprang suddenly up above the highest branches.	  Positive	None	1	-0.26829	0.061199
2192	They went up in crackling fire.	  Neutral	None	0	-0.29268	0.036809
2193	There was a sudden flurry of sparks and smoke.	  Neutral	None	0	-0.29268	0.036809
2194	Bilbo had escaped only just in time!	  Neutral	Bilbo Baggins	0	-0.29268	0.036809
2195	"Soon the light of the burning was faint below, a red twinkle on the black floor; and they were high up in the sky, rising all the time in strong sweeping circles."	  Positive	None	1	-0.29268	0.036809
2196	"Bilbo never forgot that flight, clinging onto Dori's ankles."	  Negative	Bilbo Baggins	-1	-0.31707	0.012419
2197	"He moaned ""my arms, my arms!"	  Neutral	None	0	-0.31707	0.012419
2198	"; but Dori groaned my poor legs, my poor legs!"	  Negative	Dori	-1	-0.29268	0.036809
2199	 At the best of times heights made Bilbo giddy.	  Negative	Bilbo Baggins	-1	-0.26829	0.061199
2200	"He used to turn queer if he looked over the edge of quite a little cliff; and he had never liked ladders, let alone trees (never having had to escape from wolves before)."	  Negative	None	-1	-0.26829	0.061199
2201	"So you can imagine how his head swam now, when he looked down between his dangling toes and saw the dark lands opening wide underneath him, touched here and there with the light of the moon on a hill-side rock or a stream in the plains."	  Positive	None	1	-0.31707	0.012419
2202	"The pale peaks of the mountains were coming nearer, moonlit spikes of rock sticking out of black shadows."	  Negative	None	-1	-0.31707	0.012419
2203	"Summer or not, it seemed very cold."	  Negative	None	-1	-0.31707	0.012419
2204	He shut his eyes and wondered if he could hold on any longer.	  Neutral	None	0	-0.29268	0.036809
2205	Then he imagined what would happen if he did not.	  Neutral	None	0	-0.29268	0.036809
2206	He felt sick.	  Neutral	None	0	-0.26829	0.061199
2207	"The flight ended only just in time for him, just before his arms gave way."	  Negative	None	-1	-0.26829	0.061199
2208	He loosed Dori's ankles with a gasp and fell onto the rough platform of an eagle's eyrie.	  Neutral	Dori	0	-0.26829	0.061199
2209	"There he lay without speaking, and his thoughts were a mixture of surprise at being saved from the fire, and fear lest he fell off that narrow place into the deep shadows on either side."	  Negative	None	-1	-0.21951	0.10998
2210	"He was feeling very queer indeed in his head by this time after the dreadful adventures of the last three days with next to nothing to eat, and he found himself saying aloud: ""Now I know what a piece of bacon feels like when it is suddenly picked out of the pan on a fork and put back on the shelf!"	  Neutral	None	0	-0.19512	0.13437
2211	 No you don't!	  Neutral	None	0	-0.2439	0.085589
2212	" be heard Dori answering, because the bacon knows that it will get back in the pan sooner or later; and it is to be hoped we shan't."	  Negative	Dori	-1	-0.26829	0.061199
2213	Also eagles aren't forks!	  Neutral	None	0	-0.29268	0.036809
2214	 O no!	  Neutral	None	0	-0.29268	0.036809
2215	"Not a bit like storks-forks, I mean,"" said Bilbo sitting up and looking anxiously at the eagle who was perched close by."	  Negative	Bilbo Baggins	-1	-0.31707	0.012419
2216	"He wondered what other nonsense he had been saying, and if the eagle would think it rude."	  Negative	None	-1	-0.34146	-0.011971
2217	"You ought not to be rude to an eagle, when you are only the size of a hobbit, and are up in his eyrie at night!"	  Neutral	None	0	-0.31707	0.012419
2218	The eagle only sharpened his beak on a stone and trimmed his feathers and took no notice.	  Neutral	None	0	-0.31707	0.012419
2219	Soon another eagle flew up.	  Neutral	None	0	-0.31707	0.012419
2220	"The Lord of the Eagles bids you to bring your prisoners to the Great Shelf, he cried and was off again."	  Neutral	Eagles	0	-0.31707	0.012419
2221	The other seized Dori in his claws and flew away with him into the night leaving Bilbo all alone.	  Neutral	Bilbo Baggins	0	-0.29268	0.036809
2222	"He had just strength to wonder what the messenger had meant by 'prisoners,' and to begin to think of being torn up for supper like a rabbit, when his own turn came."	  Neutral	None	0	-0.31707	0.012419
2223	"The eagle came back, seized him in his talons by the back of his coat, and swooped off."	  Neutral	None	0	-0.29268	0.036809
2224	This time he flew only a short way.	  Neutral	None	0	-0.29268	0.036809
2225	"Very soon Bilbo was laid down, trembling with fear, on a wide shelf of rock on the mountain-side."	  Negative	Bilbo Baggins	-1	-0.29268	0.036809
2226	There was no path down on to it save by flying; and no path down off it except by jumping over a precipice.	  Negative	None	-1	-0.31707	0.012419
2227	There he found all the others sitting with their backs to the mountain wall.	  Neutral	None	0	-0.29268	0.036809
